timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2006-02-06,142.61,144.1,141.6,142.82,112.356723234,3849300,0.0,1.0
2006-02-07,142.35,143.31,139.48,139.48,109.729139873,5207700,0.0,1.0
2006-02-08,140.1,141.93,139.32,141.14,111.035064537,4481400,0.0,1.0
2006-02-09,141.14,142.85,140.49,140.85,110.806921072,3059500,0.0,1.0
2006-02-10,140.67,141.85,137.8,140.81,110.775453008,4433100,0.0,1.0
2006-02-13,139.65,141.8,139.15,139.65,109.862879146,2155200,0.0,1.0
2006-02-14,141.2,142.32,138.77,141.78,111.538553564,3003100,0.0,1.0
2006-02-15,141.89,145.5,141.4,145.14,114.181870957,4330700,0.0,1.0
2006-02-16,146.1,146.35,144.21,145.9,114.779764177,2847300,0.0,1.0
2006-02-17,146.19,146.22,144.06,145.54,114.496551599,2407200,0.0,1.0
2006-02-21,145.56,145.75,143.01,143.45,112.852345245,2539800,0.0,1.0
2006-02-22,143.45,145.53,143.23,145.53,114.488684583,2664200,0.0,1.0
2006-02-23,145.61,145.61,143.79,143.96,113.253563064,2457400,0.0,1.0
2006-02-24,143.05,145.4,143.05,144.16,113.410903385,2314700,0.0,1.0
2006-02-27,144.81,145.25,143.34,143.82,113.143424839,2282200,0.0,1.0
2006-02-28,143.6,144.16,141.11,141.29,111.153069778,3911700,0.0,1.0
2006-03-01,141.98,143.74,141.56,143.15,112.616334763,2989900,0.0,1.0
2006-03-02,143.07,144.86,142.24,144.0,113.285031128,2902300,0.0,1.0
2006-03-03,143.88,147.48,143.1,146.0,114.858434338,4042700,0.0,1.0
2006-03-06,146.54,147.08,144.31,145.02,114.087466765,2900600,0.0,1.0
2006-03-07,144.15,144.46,143.17,144.28,113.505307577,2775400,0.0,1.0
2006-03-08,143.55,144.67,141.26,142.49,112.097111704,3633100,0.0,1.0
2006-03-09,142.66,143.4,141.2,141.7,111.475617436,2262100,0.0,1.0
2006-03-10,141.63,142.45,140.15,141.53,111.341878163,3247000,0.0,1.0
2006-03-13,142.35,142.95,139.18,140.72,110.704649863,4945700,0.0,1.0
2006-03-14,145.83,149.5,145.62,149.42,117.548953827,11360100,0.0,1.0
2006-03-15,148.1,149.64,147.59,149.0,117.218539153,7557100,0.0,1.0
2006-03-16,149.0,149.69,147.45,147.69,116.18796005,6025800,0.0,1.0
2006-03-17,148.25,151.54,148.03,150.36,118.288453336,6670000,0.0,1.0
2006-03-20,149.83,152.66,149.8,152.18,119.720250257,4896800,0.0,1.0
2006-03-21,151.61,152.0,149.01,149.4,117.533219795,4460600,0.0,1.0
2006-03-22,148.4,152.36,148.3,151.82,119.437037679,3770800,0.0,1.0
2006-03-23,151.17,151.96,150.45,151.67,119.319032438,3852700,0.0,1.0
2006-03-24,151.68,152.57,150.88,152.17,119.712383241,2651700,0.0,1.0
2006-03-27,152.27,155.36,152.13,155.0,121.938748783,4314600,0.0,1.0
2006-03-28,155.01,157.82,154.16,154.16,121.277919435,6481600,0.0,1.0
2006-03-29,154.9,157.57,154.84,156.9,123.433481833,4458100,0.0,1.0
2006-03-30,157.73,159.63,155.71,156.81,123.362678688,4771000,0.0,1.0
2006-03-31,157.0,158.38,156.25,156.96,123.480683929,3298400,0.0,1.0
2006-04-03,157.99,159.88,156.92,158.12,124.393257791,3979800,0.0,1.0
2006-04-04,158.7,161.36,158.12,161.0,126.658958414,5088800,0.0,1.0
2006-04-05,160.5,161.92,160.0,160.75,126.462283012,4191500,0.0,1.0
2006-04-06,160.95,162.07,160.07,162.04,127.477128083,4180900,0.0,1.0
2006-04-07,161.05,163.16,159.89,161.02,126.674692446,4964100,0.0,1.0
2006-04-10,162.5,164.05,161.45,162.46,127.807542757,4470700,0.0,1.0
2006-04-11,163.0,163.2999,158.51,159.15,125.203560444,4962800,0.0,1.0
2006-04-12,159.28,160.3,158.4,159.52,125.494640038,3404000,0.0,1.0
2006-04-13,158.45,159.69,158.2,159.43,125.423836894,2217100,0.0,1.0
2006-04-17,160.25,163.21,160.0,161.94,127.398457922,3381700,0.0,1.0
2006-04-18,162.75,166.1799,161.32,165.55,130.238450717,4828300,0.0,1.0
2006-04-19,164.55,167.57,163.6,167.05,131.418503124,4670400,0.0,1.0
2006-04-20,166.06,169.31,166.06,168.2,132.32320997,4893900,0.0,1.0
2006-04-21,168.62,168.66,165.32,165.89,130.781274824,3591500,0.35,1.0
2006-04-24,165.5,166.27,163.5,165.35,130.355559661,3431400,0.0,1.0
2006-04-25,165.35,165.6,161.76,162.8,128.345238058,3361400,0.0,1.0
2006-04-26,163.0,164.65,162.2,163.4,128.818254905,3032600,0.0,1.0
2006-04-27,162.63,165.79,162.1,163.97,129.267620911,4063900,0.0,1.0
2006-04-28,163.81,164.89,158.65,160.29,126.366450911,5349000,0.0,1.0
2006-05-01,161.1,161.67,156.08,156.45,123.339143084,5652300,0.0,1.0
2006-05-02,157.6,160.0,157.12,158.83,125.215443247,3710700,0.0,1.0
2006-05-03,159.5,159.85,157.75,159.15,125.4677189,2521000,0.0,1.0
2006-05-04,159.0,160.33,158.0,158.04,124.592637731,2554600,0.0,1.0
2006-05-05,159.75,164.6,159.69,164.39,129.598732704,3737500,0.0,1.0
2006-05-08,164.39,166.55,162.2,163.53,128.920741889,2395700,0.0,1.0
2006-05-09,163.75,166.26,163.7,165.75,130.670904226,2615300,0.0,1.0
2006-05-10,164.85,165.41,162.05,164.09,129.36222428,3215800,0.0,1.0
2006-05-11,164.07,164.49,158.6,159.28,125.570205883,3639600,0.0,1.0
2006-05-12,158.18,159.7,156.07,156.11,123.071100204,4579300,0.0,1.0
2006-05-15,155.0,157.0,151.11,153.14,120.729666807,6119200,0.0,1.0
2006-05-16,153.0,155.11,150.62,152.7,120.382787785,4016000,0.0,1.0
2006-05-17,150.85,151.15,147.0,148.21,116.84304504,7477600,0.0,1.0
2006-05-18,148.93,150.25,146.25,147.03,115.912778572,6076200,0.0,1.0
2006-05-19,148.3,150.45,146.75,149.41,117.789078736,6502500,0.0,1.0
2006-05-22,147.94,148.51,143.34,146.15,115.219020529,8472600,0.0,1.0
2006-05-23,148.05,148.88,142.51,143.7,113.287535067,5606600,0.0,1.0
2006-05-24,143.12,145.59,140.42,143.92,113.460974578,8759600,0.0,1.0
2006-05-25,145.56,149.25,144.68,147.32,116.141403382,5611300,0.0,1.0
2006-05-26,150.0,152.94,149.47,152.94,120.571994524,5749700,0.0,1.0
2006-05-30,151.55,151.95,149.25,149.83,118.120190529,5217200,0.0,1.0
2006-05-31,151.3,152.39,149.15,150.95,119.003155312,5262200,0.0,1.0
2006-06-01,150.92,153.59,150.19,153.55,121.052894986,4206200,0.0,1.0
2006-06-02,154.99,157.0,153.6,154.09,121.478610149,4253400,0.0,1.0
2006-06-05,154.95,156.29,149.85,150.4,118.569556535,5400000,0.0,1.0
2006-06-06,150.6,152.06,147.5,149.24,117.655057295,6562400,0.0,1.0
2006-06-07,149.25,152.53,148.3,149.95,118.214793899,4319900,0.0,1.0
2006-06-08,149.4,150.67,144.5,149.76,118.06500523,7885500,0.0,1.0
2006-06-09,150.58,152.1,148.99,150.41,118.577440149,4407300,0.0,1.0
2006-06-12,150.5,150.72,145.0,145.0,114.312404904,5860300,0.0,1.0
2006-06-13,143.25,145.5,138.01,139.25,109.779326778,15679700,0.0,1.0
2006-06-14,140.86,141.7646,136.79,138.5,109.188055718,10541300,0.0,1.0
2006-06-15,140.4,145.1899,140.07,144.12,113.61864686,10870200,0.0,1.0
2006-06-16,143.3,144.59,142.61,144.0,113.524043491,6368000,0.0,1.0
2006-06-19,144.9,145.75,142.95,143.75,113.326953137,6517300,0.0,1.0
2006-06-20,144.65,145.99,143.59,145.26,114.517378871,5808700,0.0,1.0
2006-06-21,145.77,150.32,145.5,149.83,118.120190529,7645900,0.0,1.0
2006-06-22,149.03,150.5,146.95,148.31,116.921881181,4402000,0.0,1.0
2006-06-23,148.04,149.4,147.21,147.92,116.61442023,3488000,0.0,1.0
2006-06-26,148.99,149.95,148.1,149.9,118.175375828,3799600,0.0,1.0
2006-06-27,149.8,150.89,147.0,147.16,116.015265556,3666400,0.0,1.0
2006-06-28,147.41,148.5,145.07,146.49,115.487063409,4907100,0.0,1.0
2006-06-29,148.1,152.2,146.35,152.2,119.988607078,6656800,0.0,1.0
2006-06-30,152.2,152.72,149.5,150.43,118.593207377,5973300,0.0,1.0
2006-07-03,151.93,152.79,151.34,152.45,120.185697432,3250500,0.0,1.0
2006-07-05,151.36,151.7,150.0,150.95,119.003155312,4478600,0.0,1.0
2006-07-06,152.29,152.3,150.2,150.58,118.711461589,3441000,0.0,1.0
2006-07-07,150.01,150.5,148.44,148.51,117.079553464,3618700,0.0,1.0
2006-07-10,149.0,150.41,148.16,148.85,117.347596344,2946100,0.0,1.0
2006-07-11,148.4,149.0,146.55,148.67,117.20569129,3817200,0.0,1.0
2006-07-12,149.1,149.23,145.07,145.27,114.525262485,4300100,0.0,1.0
2006-07-13,143.7,145.2,142.1,142.55,112.380919442,6116700,0.0,1.0
2006-07-14,143.1,143.5,138.97,140.1,110.449433979,5659400,0.0,1.0
2006-07-17,140.1,142.27,139.2,140.87,111.056472268,4528700,0.0,1.0
2006-07-18,140.62,142.48,139.9,142.34,112.215363545,5874300,0.0,1.0
2006-07-19,142.7,147.85,142.7,146.97,115.865476888,6079400,0.0,1.0
2006-07-20,146.7,147.8,145.0,145.18,114.454309958,4264500,0.0,1.0
2006-07-21,145.05,145.06,141.8,142.04,112.254781616,4682400,0.35,1.0
2006-07-24,143.3,147.5,143.06,146.9,116.095659105,4610700,0.0,1.0
2006-07-25,146.9,149.67,145.34,148.49,117.352242482,4984000,0.0,1.0
2006-07-26,147.5,148.82,146.69,147.38,116.47500503,3326000,0.0,1.0
2006-07-27,148.7,149.63,147.59,148.26,117.170472559,4085900,0.0,1.0
2006-07-28,149.65,152.35,149.33,151.72,119.904924435,4752200,0.0,1.0
2006-07-31,151.6,153.73,150.66,152.75,120.718937565,4370000,0.0,1.0
2006-08-01,151.68,151.74,149.59,151.26,119.54138459,3468500,0.0,1.0
2006-08-02,150.26,150.5,147.54,149.9,118.466571136,6139300,0.0,1.0
2006-08-03,148.75,153.15,148.47,152.1,120.205239959,3854000,0.0,1.0
2006-08-04,154.0,156.29,152.17,152.99,120.908610528,4892300,0.0,1.0
2006-08-07,152.12,154.85,151.76,152.65,120.639907164,3029800,0.0,1.0
2006-08-08,152.65,155.4,150.49,151.45,119.691542352,6199900,0.0,1.0
2006-08-09,153.4,153.75,149.6,150.01,118.553504577,4234300,0.0,1.0
2006-08-10,149.5,152.12,148.5,151.63,119.833797074,3782100,0.0,1.0
2006-08-11,152.35,152.87,149.99,151.11,119.422838989,2576500,0.0,1.0
2006-08-14,152.48,153.01,149.43,150.37,118.838014021,3110900,0.0,1.0
2006-08-15,152.38,153.99,151.21,152.65,120.639907164,4907000,0.0,1.0
2006-08-16,153.95,155.05,152.72,154.99,122.489218548,3563900,0.0,1.0
2006-08-17,153.9,156.87,153.85,154.45,122.062454383,3365700,0.0,1.0
2006-08-18,154.45,154.75,153.0,154.68,122.244224305,2742100,0.0,1.0
2006-08-21,153.16,154.25,151.64,153.83,121.572465896,3731200,0.0,1.0
2006-08-22,154.37,155.01,153.05,154.15,121.82536318,3696600,0.0,1.0
2006-08-23,153.41,154.75,152.15,152.7,120.679422365,2811300,0.0,1.0
2006-08-24,153.55,153.6,150.75,151.4,119.652027151,3100000,0.0,1.0
2006-08-25,150.58,151.42,149.75,150.07,118.600922818,2476200,0.0,1.0
2006-08-28,148.25,150.54,147.88,149.53,118.174158652,4151000,0.0,1.0
2006-08-29,149.6,149.79,145.66,147.09,116.245816867,4939600,0.0,1.0
2006-08-30,147.2,147.76,146.42,147.06,116.222107747,2938000,0.0,1.0
2006-08-31,147.07,148.75,147.07,148.65,117.478691123,2834300,0.0,1.0
2006-09-01,148.7,149.43,147.13,149.14,117.865940088,3453100,0.0,1.0
2006-09-05,149.75,151.51,149.05,151.28,119.55719067,3576000,0.0,1.0
2006-09-06,150.4,151.44,149.92,150.67,119.075105224,2962200,0.0,1.0
2006-09-07,149.68,150.68,148.35,148.57,117.415466802,3577600,0.0,1.0
2006-09-08,149.25,151.0,147.52,149.8,118.387540735,3277400,0.0,1.0
2006-09-11,149.25,151.23,149.15,151.0,119.335905547,3134200,0.0,1.0
2006-09-12,155.23,159.75,154.71,158.29,125.097221782,10644400,0.0,1.0
2006-09-13,157.7,162.26,156.81,160.86,127.128303088,7605900,0.0,1.0
2006-09-14,159.78,163.18,159.52,162.52,128.440207745,5496800,0.0,1.0
2006-09-15,162.5,163.75,161.52,162.71,128.590365507,6845100,0.0,1.0
2006-09-18,162.02,164.8,162.0,163.22,128.993420553,5733300,0.0,1.0
2006-09-19,163.0,164.22,162.31,163.39,129.127772234,4851400,0.0,1.0
2006-09-20,166.0,167.16,164.228,166.6,131.664648107,6403800,0.0,1.0
2006-09-21,167.5,169.69,165.86,167.15,132.099315313,8052600,0.0,1.0
2006-09-22,166.95,168.33,165.76,167.52,132.391727797,5103900,0.0,1.0
2006-09-25,167.9,169.42,167.0,168.69,133.316383489,4780000,0.0,1.0
2006-09-26,167.94,169.92,167.02,168.68,133.308480449,6095300,0.0,1.0
2006-09-27,168.93,169.9,167.25,169.0,133.561377732,5185300,0.0,1.0
2006-09-28,168.95,170.0,167.8,170.0,134.351681742,4413800,0.0,1.0
2006-09-29,170.05,171.15,169.1,169.17,133.695729414,4394400,0.0,1.0
2006-10-02,168.51,171.45,168.51,170.69,134.896991509,4143700,0.0,1.0
2006-10-03,170.44,174.4,170.1001,174.2,137.670958585,5823500,0.0,1.0
2006-10-04,173.46,176.66,173.31,176.56,139.536076049,8069400,0.0,1.0
2006-10-05,175.64,176.52,174.69,175.5,138.698353798,5749400,0.0,1.0
2006-10-06,174.32,176.0,173.8,175.65,138.8168994,4898200,0.0,1.0
2006-10-09,175.4,177.49,175.32,177.45,140.239446618,3985500,0.0,1.0
2006-10-10,177.05,179.85,176.79,178.86,141.353775273,6559900,0.0,1.0
2006-10-11,177.3,178.97,176.75,178.97,141.440708714,5615300,0.0,1.0
2006-10-12,179.27,181.92,178.61,181.51,143.4480809,5754200,0.0,1.0
2006-10-13,181.21,183.96,180.65,183.85,145.297392284,5163300,0.0,1.0
2006-10-16,183.82,185.48,183.09,185.22,146.380108778,4699100,0.0,1.0
2006-10-17,184.22,184.71,182.14,183.07,144.680955156,5867200,0.0,1.0
2006-10-18,184.07,184.65,181.85,182.62,144.325318351,6127000,0.0,1.0
2006-10-19,181.25,182.63,179.9,180.05,142.570843449,5560400,0.35,1.0
2006-10-20,179.72,180.69,178.85,180.4,142.847987549,4206600,0.0,1.0
2006-10-23,180.23,184.87,180.21,184.7,146.252900777,4695800,0.0,1.0
2006-10-24,184.52,188.25,184.4,187.84,148.739279275,5516100,0.0,1.0
2006-10-25,188.64,189.69,187.16,188.61,149.348996295,5224400,0.0,1.0
2006-10-26,189.2,193.6,188.29,193.38,153.126074458,5732100,0.0,1.0
2006-10-27,193.23,193.23,188.39,188.67,149.396506712,5703200,0.0,1.0
2006-10-30,188.0,190.55,186.7,189.75,150.25169422,5354900,0.0,1.0
2006-10-31,190.0,191.02,188.88,189.79,150.283367832,4548300,0.0,1.0
2006-11-01,191.0,192.21,184.75,185.0,146.490452863,7731800,0.0,1.0
2006-11-02,184.51,187.79,182.7,187.39,148.382951146,6191000,0.0,1.0
2006-11-03,188.9,188.95,185.3,187.13,148.177072672,4153100,0.0,1.0
2006-11-06,187.68,191.7,187.68,190.0,150.449654292,4639000,0.0,1.0
2006-11-07,190.2,191.42,188.56,188.68,149.404425115,3697900,0.0,1.0
2006-11-08,187.65,189.92,186.5,188.77,149.47569074,3989800,0.0,1.0
2006-11-09,188.4,189.0,184.78,184.78,146.316248,4488400,0.0,1.0
2006-11-10,185.46,187.07,184.6,187.06,148.121643852,3319800,0.0,1.0
2006-11-13,187.65,189.8,187.23,187.73,148.652176843,3382300,0.0,1.0
2006-11-14,188.4,190.94,185.4,190.36,150.734716795,4702800,0.0,1.0
2006-11-15,190.37,194.32,189.84,193.11,152.91227758,5090900,0.0,1.0
2006-11-16,194.08,196.8,194.0,196.72,155.770821012,4784000,0.0,1.0
2006-11-17,195.36,197.0,194.88,195.04,154.440529332,3397300,0.0,1.0
2006-11-20,195.39,198.11,195.03,197.45,156.348864421,3344800,0.0,1.0
2006-11-21,199.0,199.89,198.29,199.76,158.178015481,3447600,0.0,1.0
2006-11-22,200.0,202.47,199.99,202.29,160.181371404,3057200,0.0,1.0
2006-11-24,200.23,203.35,199.15,201.6,159.635001606,1978600,0.0,1.0
2006-11-27,201.35,202.1,193.11,193.11,152.91227758,6328200,0.0,1.0
2006-11-28,193.0,197.49,191.5,197.12,156.087557126,5864900,0.0,1.0
2006-11-29,199.17,199.45,193.06,196.22,155.374900869,5915000,0.0,1.0
2006-11-30,195.4,196.45,193.18,194.8,154.250487663,4082500,0.0,1.0
2006-12-01,195.7,196.43,191.52,194.5,154.012935578,4820900,0.0,1.0
2006-12-04,195.65,200.0833,195.39,200.05,158.407649164,4259100,0.0,1.0
2006-12-05,199.7,202.25,198.21,201.61,159.642920009,3733000,0.0,1.0
2006-12-06,202.0,205.05,201.0,205.0,162.327258578,4133200,0.0,1.0
2006-12-07,206.39,206.7,200.0,200.2,158.526425206,5237500,0.0,1.0
2006-12-08,200.5,205.26,200.0,205.1,162.406442607,4968600,0.0,1.0
2006-12-11,205.5,205.5,201.84,202.52,160.363494669,5905800,0.0,1.0
2006-12-12,200.41,203.85,198.44,200.0,158.368057149,8926200,0.0,1.0
2006-12-13,200.72,201.78,198.0,198.31,157.029847066,5823000,0.0,1.0
2006-12-14,199.2,200.8,197.63,200.13,158.470996386,5081500,0.0,1.0
2006-12-15,200.61,201.95,199.8,199.84,158.241362704,5451400,0.0,1.0
2006-12-18,200.55,203.59,199.64,203.24,160.933619675,6018800,0.0,1.0
2006-12-19,201.98,202.67,200.43,201.24,159.349939104,4865700,0.0,1.0
2006-12-20,202.15,204.31,201.24,201.37,159.452878341,4336800,0.0,1.0
2006-12-21,202.04,202.69,197.7,198.1,156.863560606,4661800,0.0,1.0
2006-12-22,199.1,199.15,195.66,198.09,156.855642204,3500600,0.0,1.0
2006-12-26,198.9,200.6,198.29,199.86,158.257199509,2575600,0.0,1.0
2006-12-27,199.86,202.29,199.72,201.95,159.912145706,2887200,0.0,1.0
2006-12-28,202.33,202.48,199.76,200.8,159.001529378,2395600,0.0,1.0
2006-12-29,200.93,202.4,199.32,199.35,157.853360964,2762500,0.0,1.0
2007-01-03,200.6,203.32,197.82,200.72,158.938182155,6494900,0.0,1.0
2007-01-04,200.45,200.67,198.07,198.85,157.457440821,6460200,0.0,1.0
2007-01-05,198.43,200.0,197.9,199.05,157.615808878,5892900,0.0,1.0
2007-01-08,199.05,203.95,198.1,203.73,161.321621415,7851000,0.0,1.0
2007-01-09,203.54,204.9,202.0,204.08,161.598765515,7147100,0.0,1.0
2007-01-10,202.4,208.44,201.5,208.11,164.789881867,8025700,0.0,1.0
2007-01-11,208.34,213.17,207.6,211.88,167.775119744,9039400,0.0,1.0
2007-01-12,212.05,214.22,210.4,213.99,169.445902747,6618900,0.0,1.0
2007-01-16,200.0,215.13,200.0,213.59,169.129166633,5846600,0.0,1.0
2007-01-17,212.2,214.09,210.85,213.23,168.84410413,5306300,0.0,1.0
2007-01-18,213.75,214.81,209.1,209.33,165.755927015,6423200,0.0,1.0
2007-01-19,209.08,211.44,208.84,210.29,166.79323779,5333700,0.35,1.0
2007-01-22,211.09,213.25,209.6,212.97,168.918901765,4980700,0.0,1.0
2007-01-23,212.82,213.42,210.65,212.64,168.657159559,6293400,0.0,1.0
2007-01-24,213.51,220.17,213.03,220.1,174.574119728,6386800,0.0,1.0
2007-01-25,219.83,220.51,212.51,213.07,168.998217584,7853800,0.0,1.0
2007-01-26,214.56,214.9,210.6,213.5,169.33927561,7458200,0.0,1.0
2007-01-29,213.9,215.08,210.13,211.04,167.388106439,5890700,0.0,1.0
2007-01-30,211.5,212.31,208.37,208.78,165.595568908,6001000,0.0,1.0
2007-01-31,208.3,212.75,207.29,212.16,168.276443623,7235100,0.0,1.0
2007-02-01,213.25,213.9,209.73,212.0,168.149538311,5734500,0.0,1.0
2007-02-02,211.0,213.9,211.0,213.43,169.283754536,3527000,0.0,1.0
2007-02-05,213.14,213.72,211.5,212.55,168.585775321,2995700,0.0,1.0
2007-02-06,213.29,215.86,212.7,214.65,170.25140754,3803100,0.0,1.0
2007-02-07,215.03,215.85,213.1,213.55,169.37893352,3621700,0.0,1.0
2007-02-08,212.4,215.21,209.81,213.9,169.65653889,5410500,0.0,1.0
2007-02-09,215.77,219.26,210.58,213.28,169.164780806,9109300,0.0,1.0
2007-02-12,213.75,214.0,209.87,211.13,167.459490677,5384400,0.0,1.0
2007-02-13,212.5,213.3,210.47,212.53,168.569912157,4022000,0.0,1.0
2007-02-14,213.7,219.1,212.79,217.4,172.432592589,7696400,0.0,1.0
2007-02-15,217.94,218.84,216.41,216.82,171.972560833,3627200,0.0,1.0
2007-02-16,215.96,217.5,215.02,216.92,172.051876653,3118500,0.0,1.0
2007-02-20,218.33,221.9,215.97,220.94,175.240372615,6225500,0.0,1.0
2007-02-21,219.25,221.5,218.16,220.15,174.613777637,5225500,0.0,1.0
2007-02-22,221.0,222.75,218.0,218.97,173.677850962,4273400,0.0,1.0
2007-02-23,219.16,219.8,215.55,216.5,171.718750209,5507400,0.0,1.0
2007-02-26,217.99,218.37,212.66,214.0,169.73585471,5552700,0.0,1.0
2007-02-27,208.55,210.4,194.65,199.76,158.441281948,18817600,0.0,1.0
2007-02-28,200.4,203.85,197.79,201.75,160.019666765,15940000,0.0,1.0
2007-03-01,196.0,202.7,194.08,199.66,158.361966128,14141300,0.0,1.0
2007-03-02,198.21,200.92,195.59,195.67,155.197264912,9842200,0.0,1.0
2007-03-05,193.05,197.49,189.85,190.0,150.70005792,13391800,0.0,1.0
2007-03-06,194.75,198.2,193.7,197.37,156.545633851,10796300,0.0,1.0
2007-03-07,197.48,199.0,195.5,195.59,155.133812256,8459500,0.0,1.0
2007-03-08,198.17,202.02,198.0,199.94,158.584050424,10789400,0.0,1.0
2007-03-09,202.95,202.99,198.86,201.7,159.980008855,7676900,0.0,1.0
2007-03-12,200.0,202.89,198.86,202.6,160.693851235,9623200,0.0,1.0
2007-03-13,204.15,208.56,198.52,199.03,157.862276462,31973100,0.0,1.0
2007-03-14,200.0,202.16,197.54,200.15,158.750613646,20394300,0.0,1.0
2007-03-15,200.0,202.37,199.5,200.89,159.337550714,9741600,0.0,1.0
2007-03-16,200.91,201.05,198.27,199.0,157.838481716,10875200,0.0,1.0
2007-03-19,201.9,202.5,200.44,202.44,160.566945923,8186200,0.0,1.0
2007-03-20,202.49,204.43,202.0,204.0,161.804272714,6641900,0.0,1.0
2007-03-21,205.89,211.51,204.16,210.95,167.316722201,10934100,0.0,1.0
2007-03-22,211.6,211.75,209.29,210.08,166.626674568,8016100,0.0,1.0
2007-03-23,209.83,211.89,209.71,211.89,168.062290909,5106800,0.0,1.0
2007-03-26,212.01,212.22,209.3,211.73,167.935385597,6525100,0.0,1.0
2007-03-27,210.83,211.73,209.74,209.87,166.460111346,4806100,0.0,1.0
2007-03-28,207.96,208.67,206.19,206.76,163.993389345,7991200,0.0,1.0
2007-03-29,208.09,208.89,206.3,207.2,164.342378953,6380800,0.0,1.0
2007-03-30,207.36,209.03,204.7,206.63,163.890278779,5177000,0.0,1.0
2007-04-02,207.45,207.68,203.29,205.65,163.112983744,5797000,0.0,1.0
2007-04-03,207.0,209.75,206.47,209.75,166.364932362,5015300,0.0,1.0
2007-04-04,209.45,209.95,208.21,208.79,165.60350049,4141600,0.0,1.0
2007-04-05,208.5,208.5,207.41,207.93,164.921384439,3010800,0.0,1.0
2007-04-09,208.57,209.87,207.45,208.94,165.72247422,3610500,0.0,1.0
2007-04-10,208.3,209.81,208.21,209.05,165.809721622,3002700,0.0,1.0
2007-04-11,208.7,208.87,206.61,206.93,164.128226239,5550400,0.0,1.0
2007-04-12,206.25,207.52,205.39,207.05,164.223405223,3946200,0.0,1.0
2007-04-13,207.1,207.95,205.61,206.5,163.787168213,4320400,0.0,1.0
2007-04-16,208.85,215.23,208.12,214.52,170.148296974,10003000,0.0,1.0
2007-04-17,215.15,216.87,213.54,214.9,170.44969709,6064400,0.0,1.0
2007-04-18,214.1,218.54,213.97,216.75,171.917039759,6077200,0.0,1.0
2007-04-19,215.2,221.71,214.8,218.94,173.654056216,8880000,0.0,1.0
2007-04-20,220.74,222.19,218.37,220.0,174.772409277,7393900,0.35,1.0
2007-04-23,221.0,223.98,220.48,222.42,176.694905779,5816300,0.0,1.0
2007-04-24,222.75,223.24,218.71,220.72,175.344391708,6724800,0.0,1.0
2007-04-25,221.75,226.05,220.1,225.6,179.221161514,7627000,0.0,1.0
2007-04-26,225.9,226.61,224.17,224.81,178.59356968,4730800,0.0,1.0
2007-04-27,223.5,225.71,222.99,224.28,178.172527058,3597400,0.0,1.0
2007-04-30,224.36,224.98,218.48,218.61,173.668165419,5484500,0.0,1.0
2007-05-01,219.08,219.91,215.35,218.58,173.644332818,6295500,0.0,1.0
2007-05-02,218.0,221.92,217.45,219.49,174.367255056,4859500,0.0,1.0
2007-05-03,220.45,221.93,218.55,221.56,176.011704543,4414600,0.0,1.0
2007-05-04,222.6,227.34,221.43,227.34,180.603452387,5632300,0.0,1.0
2007-05-07,227.0,229.9,225.6,227.22,180.508121982,4637000,0.0,1.0
2007-05-08,225.91,225.99,222.96,224.95,178.704788486,4879700,0.0,1.0
2007-05-09,224.01,227.68,223.35,226.57,179.991748954,5195100,0.0,1.0
2007-05-10,225.5,226.98,222.95,223.1,177.235111408,4963100,0.0,1.0
2007-05-11,223.91,227.55,223.6,227.5,180.730559594,4956100,0.0,1.0
2007-05-14,228.03,229.0,225.35,226.18,179.681925138,4761900,0.0,1.0
2007-05-15,226.19,228.33,224.26,224.38,178.251969062,5771800,0.0,1.0
2007-05-16,225.59,227.96,224.52,227.11,180.420735777,5161400,0.0,1.0
2007-05-17,226.86,227.93,225.25,227.38,180.635229189,4185200,0.0,1.0
2007-05-18,228.55,231.22,227.95,230.34,182.986712513,6726900,0.0,1.0
2007-05-21,230.58,231.69,228.56,229.23,182.104906267,7778600,0.0,1.0
2007-05-22,229.79,231.66,228.75,230.71,183.280647929,3568400,0.0,1.0
2007-05-23,231.0,232.41,228.43,228.54,181.556756438,4276600,0.0,1.0
2007-05-24,229.37,230.75,225.05,225.68,179.284715117,6211000,0.0,1.0
2007-05-25,226.6,226.95,224.19,225.53,179.165552111,4068800,0.0,1.0
2007-05-29,226.25,228.9,226.03,228.44,181.477314433,3734700,0.0,1.0
2007-05-30,226.25,232.0,225.6,232.0,184.305449783,5393000,0.0,1.0
2007-05-31,232.21,233.97,230.09,230.82,183.368034134,4578100,0.0,1.0
2007-06-01,232.09,232.89,229.59,230.71,183.280647929,4093200,0.0,1.0
2007-06-04,230.0,230.65,227.94,229.71,182.486227887,3411600,0.0,1.0
2007-06-05,229.36,230.33,228.25,229.36,182.208180872,3676600,0.0,1.0
2007-06-06,227.77,227.94,224.85,227.35,180.611396587,4411400,0.0,1.0
2007-06-07,226.29,227.42,219.34,220.05,174.81213028,8363600,0.0,1.0
2007-06-08,220.1,225.07,218.75,225.06,178.792174691,5903000,0.0,1.0
2007-06-11,225.6,227.57,224.13,227.16,180.460456779,4285600,0.0,1.0
2007-06-12,226.9,231.12,225.58,227.85,181.008606608,7474500,0.0,1.0
2007-06-13,229.0,233.64,228.0,233.64,185.608298653,7359000,0.0,1.0
